relationship_name	count
relationship_name: contains; entity_name: nitrogen; entity_description: One of the three hexagonal elements essential for life.	1
relationship_name: contains; entity_name: nlai consulting; entity_description: Consulting firm where Ben Tovell works	1
relationship_name: contains; entity_name: nla international; entity_description: An organization bridging policy, finance, and diplomacy to advance the Blue Economy through governance design, investor readiness diagnostics, and stakeholder engagement.	1
relationship_name: contains; entity_name: nla international; entity_description: An organization operating at the intersection of policy, practice, finance, and diplomacy for sustainable ocean economies.	1
relationship_name: contains; entity_name: n_metrics; entity_description: Stability duration, Equilibrium quality, Transition frequency, Resilience, Energy efficiency	1
relationship_name: contains; entity_name: n (negotiation/balance); entity_description: Apex vertex, value 1 (2⁰).	1
relationship_name: contains; entity_name: n (negotiation/balance); entity_description: The apex vertex in the Tholonic Triad representing negotiation/balance, origin, and emergent product.	1
relationship_name: contains; entity_name: n (negotiation/balance); entity_description: The apex vertex representing the origin of the structure involving negotiation and balance.	1
relationship_name: contains; entity_name: n (negotiation); entity_description: A triad point associated with negotiation, representing the first element in a triadic structure with value 0.	1
relationship_name: contains; entity_name: n (negotiation); entity_description: Emergent reality, the actual operational state that emerges from D-C interaction.	1
relationship_name: contains; entity_name: n (negotiation); entity_description: Operational coherence of the phase; emerges from interaction of D and C.	1
relationship_name: contains; entity_name: n (negotiation); entity_description: The emergent state of a tholon, arising from the balance between D and C.	1
relationship_name: contains; entity_name: noaa coral reef watch; entity_description: Near real-time satellite coral bleaching alerts	1
relationship_name: contains; entity_name: noaa esrl mauna loa; entity_description: daily CO2 measurements	1
relationship_name: contains; entity_name: noaa ghcn; entity_description: Global Historical Climatology Network	1
relationship_name: contains; entity_name: noaa gml; entity_description: Global Monitoring Laboratory for CH4, N2O	1
relationship_name: contains; entity_name: noaa ibtracs; entity_description: historical storm tracks, used with extent	1
relationship_name: contains; entity_name: noaa ocean carbon and acidification program; entity_description: NOAA ocean carbon and acidification monitoring	1
relationship_name: contains; entity_name: noaa oisst; entity_description: Optimum Interpolation Sea Surface Temperature, daily	1
relationship_name: contains; entity_name: noaa slosh model; entity_description: storm surge modeling	1
relationship_name: contains; entity_name: noaa storm events; entity_description: 	1
relationship_name: contains; entity_name: noaa tide gauge network; entity_description: Global tide gauge measurements	1
relationship_name: contains; entity_name: noam chomsky; entity_description: linguist	1
relationship_name: contains; entity_name: noble gases; entity_description: Right-most column elements (He, Ne, Ar, etc.); yin, face-centered cubic, non-reactive.	1
relationship_name: contains; entity_name: node_modules/; entity_description: Dependency directory excluded from indexing.	1
relationship_name: contains; entity_name: n_o; entity_description: A concept or category in a knowledge graph.	1
relationship_name: contains; entity_name: n_o; entity_description: Outer vertex N (Definition role, outer triangle)	1
relationship_name: contains; entity_name: n_o; entity_description: Outer vertex N_o assigned the value 1.	1
relationship_name: contains; entity_name: n_o; entity_description: Outer vertex N_o with a value of 1.	1
relationship_name: contains; entity_name: n_o; entity_description: Outer vertex with numerical value 1 (2^0) on the instantiation axis.	1
relationship_name: contains; entity_name: noise; entity_description: Random or irregular fluctuations	1
relationship_name: contains; entity_name: nominalism; entity_description: The philosophical view that numbers are merely abstract human-made concepts with no independent existence.	1
relationship_name: contains; entity_name: nominalists; entity_description: A school of thought that argues numbers exist only within man-made concepts.	1
relationship_name: contains; entity_name: non-attachment; entity_description: The principle of letting go upon completion; Tholonic view opposed to the King Wen interpretation.	1
relationship_name: contains; entity_name: non-competing domains; entity_description: Domains where TrueValue retains the right to license to other operators	1
relationship_name: contains; entity_name: non_cooperative_game; entity_description: A game in which players act independently to maximize their own payoff without binding agreements.	1
relationship_name: contains; entity_name: non_deterministic; entity_description: The property of being unpredictable due to genuine lack of pattern or cause.	1
relationship_name: contains; entity_name: none; entity_description: No energy storage, direct consumption	1
relationship_name: contains; entity_name: nonlinear processes in geophysics; entity_description: Scientific journal	1
relationship_name: contains; entity_name: non-locality; entity_description: The phenomenon where an object is extended in spacetime rather than being local.	1
relationship_name: contains; entity_name: non-negotiable separation; entity_description: Rules stating strict separation of value chain metrics from physical supply chain.	1
relationship_name: contains; entity_name: non-physical intelligence; entity_description: intelligences recognized by Einstein and Jung	1
relationship_name: contains; entity_name: non-physical intelligences; entity_description: Entities shaped by accumulated awareness and intention, as real as physical forces	1
relationship_name: contains; entity_name: non-physical reality; entity_description: The non-material realm, basis of mystical knowledge.	1
relationship_name: contains; entity_name: non-revenue water; entity_description: Baseline audit status: High (requires IBP verification)	1
relationship_name: contains; entity_name: non_supply_chain_processes; entity_description: Processes beyond supply chains, including chemical, legal, political, and social processes.	1
relationship_name: contains; entity_name: nonviolent communication; entity_description: A communication framework ... expressing needs and making requests without judgment or criticism.	1
relationship_name: contains; entity_name: n (operational state); entity_description: Represents the stable, functioning entity itself in a supply chain.	1
relationship_name: contains; entity_name: n (operational state); entity_description: The stable, functioning entity itself, emerging from the balance between D and C.	1
relationship_name: contains; entity_name: normal distribution; entity_description: A bell-shaped probability distribution; also known as a Bell curve	1
relationship_name: contains; entity_name: normal distribution; entity_description: Bell-shaped probability distribution.	1
relationship_name: contains; entity_name: normal distribution; entity_description: Normal distribution (also known as Bell curve), a statistical distribution used to predict stable states on the D-C spectrum	1
relationship_name: contains; entity_name: normalization; entity_description: Process of scaling data to a range of -0.5 to 0.5.	1
relationship_name: contains; entity_name: normalized sub-score; entity_description: A normalized measure capturing chain-level comparison weighted at 0.20.	1
relationship_name: contains; entity_name: normalized sustainability score; entity_description: A score normalized between 0 and 100 to reflect sustainability across supply chain phases.	1
relationship_name: contains; entity_name: normalized sustainability score; entity_description: A score that normalizes sustainability performance on a scale from 0 to 100.	1
relationship_name: contains; entity_name: norman mailer; entity_description: American novelist and journalist	1
relationship_name: contains; entity_name: north africa; entity_description: Location of stage 4 of zero adoption	1
relationship_name: contains; entity_name: north america; entity_description: Continent.	1
relationship_name: contains; entity_name: northern europe; entity_description: Region where GiSelA rootstocks are well-suited	1
relationship_name: contains; entity_name: northern europe; entity_description: Region where GiSelA® rootstocks are widely used	1
relationship_name: contains; entity_name: northern italy; entity_description: Region where GiSelA rootstocks are well-suited	1
relationship_name: contains; entity_name: northern italy; entity_description: Region where GiSelA® rootstocks are widely used	1
relationship_name: contains; entity_name: north korea; entity_description: Example of a society with many limiting laws and very little ethics.	1
relationship_name: contains; entity_name: north macedonia; entity_description: Danube catchment	1
relationship_name: contains; entity_name: north-south supply chain; entity_description: A supply chain system connecting the Northern and Southern hemispheres.	1
relationship_name: contains; entity_name: northwestern_university; entity_description: University in Illinois, USA; Adilson Motter’s affiliation.	1
relationship_name: contains; entity_name: norway; entity_description: Country with 95% hydro grid clean energy modifier 1.8	1
relationship_name: contains; entity_name: norway; entity_description: Country with high renewable energy availability.	1
relationship_name: contains; entity_name: norway; entity_description: Example of a society with fewer limiting laws and higher ethics.	1
relationship_name: contains; entity_name: no single stakeholder; entity_description: the structural verdict emerges when all four stakeholder questions are answered	1
relationship_name: contains; entity_name: no single stakeholder (φ); entity_description: Structural capacity cannot be attributed to a single stakeholder class; it emerges system-wide.	1
relationship_name: contains; entity_name: note.md; entity_description: Markdown documentation file with metadata for navigation purposes.	1
relationship_name: contains; entity_name: notes; entity_description: Musical notes	1
relationship_name: contains; entity_name: nothingness; entity_description: Absence of heat	1
relationship_name: contains; entity_name: nothingness; entity_description: Archetype represented by the number 0.	1
relationship_name: contains; entity_name: nothingness; entity_description: A state of non-existence, part of duality	1
relationship_name: contains; entity_name: nothingness; entity_description: The absence of anything	1
relationship_name: contains; entity_name: nothingness; entity_description: The concept of non-existence or void.	1
relationship_name: contains; entity_name: nothingness; entity_description: The primal state of non-existence	1
relationship_name: contains; entity_name: nothingness; entity_description: The state represented as zero, the precondition for all meaning.	1
relationship_name: contains; entity_name: nothingness; entity_description: The state represented as zero; the precondition for meaning.	1
relationship_name: contains; entity_name: nothingness (stanford encyclopedia of philosophy); entity_description: Encyclopedia entry discussing the philosophical aspects and complexities of nothingness.	1
relationship_name: contains; entity_name: not i; entity_description: Concept of non-self	1
relationship_name: contains; entity_name: november 2025; entity_description: Adoption date of CRCF Regulation	1
relationship_name: contains; entity_name: now; entity_description: Now	1
relationship_name: contains; entity_name: n_parent_vertex; entity_description: A parent vertex in the geometric structure.	1
relationship_name: contains; entity_name: n-scale reference; entity_description: Natural/process scale reference (e.g., economic value contributed)	1
relationship_name: contains; entity_name: n-source (blue dot); entity_description: The first instance of awareness in the tholonic trigram, correlating to force/voltage.	1
relationship_name: contains; entity_name: n-source; entity_description: N-source (Negotiation source), the originating point in the tholonic model capable of replicating itself	1
relationship_name: contains; entity_name: n-source; entity_description: The blue N-source archetype used in the yellow spectrum.	1
relationship_name: contains; entity_name: n-source; entity_description: The initiating value in a tholon, the point from which new states are generated.	1
relationship_name: contains; entity_name: n (starting value); entity_description: Starting value for recursion	1
relationship_name: contains; entity_name: n state (2); entity_description: Stable bridge product concept, analogous to the prime 2; the singular, universally recognized, unambiguous endpoint	1
relationship_name: contains; entity_name: n-state capacity; entity_description: Capacity of the emergent N factor, reflecting Sustainability.	1
relationship_name: contains; entity_name: n-state-concept; entity_description: N-state role	1
relationship_name: contains; entity_name: n-state emergence; entity_description: Concept explaining operational capacity based on D-C interactions.	1
relationship_name: contains; entity_name: n-state; entity_description: A conceptual state representing a numerical value in a recursive structure.	1
relationship_name: contains; entity_name: n-state; entity_description: A generational state represented in the recursive formula.	1
relationship_name: contains; entity_name: nstate; entity_description: A hypothetical non-equilibrium state characterized by dynamic instability.	1
relationship_name: contains; entity_name: n-state; entity_description: An abstract quantity representing the state of a phase, calculated as the sum of D and C.	1
relationship_name: contains; entity_name: n-state; entity_description: An abstract quantity representing the sum of D and C in a phase.	1
relationship_name: contains; entity_name: n-state; entity_description: An abstract quantity representing the sum of D and C in a phase of the phi model.	1
relationship_name: contains; entity_name: n-state; entity_description: An emergent state in Thalonic theory, representing observable outcomes.	1
relationship_name: contains; entity_name: n-state; entity_description: A new state created on the spectrum between α and β	1
relationship_name: contains; entity_name: n-state; entity_description: An instantiation that emerges when D and C forces achieve temporary equilibrium in the tholonic model.	1
relationship_name: contains; entity_name: n-state; entity_description: A phase in the tholonic model representing the output or sum state, calculated as D + C.	1
relationship_name: contains; entity_name: n_state; entity_description: A phase of the Tholon where new opportunities emerge.	1
relationship_name: contains; entity_name: n-state; entity_description: A self-sustaining system capable of generating future states, resulting from stable NDC interaction.	1
relationship_name: contains; entity_name: n-state; entity_description: A self-sustaining system characterized by Negotiation (N), Definition (D), and Contribution (C).	1
relationship_name: contains; entity_name: n-state; entity_description: A stable and self-sustaining state of a system emerging from the interaction of Negotiation, Definition, and Contribution.	1
relationship_name: contains; entity_name: n-state; entity_description: A term used to denote certain states in the mathematical or theoretical framework described.	1
relationship_name: contains; entity_name: n-state; entity_description: Derived metric for a phase: N = sqrt(D * C) * (B/100), where B is the phase’s individual balance score. Represents effective structural capacity after accounting for imbalance.	1
relationship_name: contains; entity_name: n-state; entity_description: Emergent capacity of a phase, calculated as sqrt(D x C) adjusted by balance percentage. Represents observable flow potential.	1
relationship_name: contains; entity_name: n-state; entity_description: Emergent equilibrium state in the N-D-C model.	1
relationship_name: contains; entity_name: n-state; entity_description: Emergent equilibrium state in the Tholonic framework.	1
relationship_name: contains; entity_name: n-state; entity_description: Emergent operational capacity derived from D and C parameters.	1
relationship_name: contains; entity_name: n-state; entity_description: Emergent state of a system phase in Clarity, dependent on D and C balance.	1
relationship_name: contains; entity_name: n state; entity_description: Emergent state representing the current condition of the system.	1
relationship_name: contains; entity_name: n_state; entity_description: Negotiation – the emergent coherent instantiation resulting from D-C balance.	1
relationship_name: contains; entity_name: n_state; entity_description: N-state: emergent operational capacity = sqrt(D*C) * B/100.	1
relationship_name: contains; entity_name: n-state; entity_description: Operational capacity measure derived from the D-i and C-i parameters of supply chain phases.	1
relationship_name: contains; entity_name: n-state; entity_description: Operational entity that emerges from the balance of D-state and C-state.	1
relationship_name: contains; entity_name: n-state; entity_description: Operational entity that emerges from the balance of internal constraints and outputs in a phase.	1
relationship_name: contains; entity_name: n-state; entity_description: The emergent state of a system, resulting from the interaction between D and C forces. Represents the current equilibrium or outcome.	1
relationship_name: contains; entity_name: n-state; entity_description: The Negotiated state or original blue dot, representing the 'One' with infinite awareness, from which the first duality emerges.	1
relationship_name: contains; entity_name: n_state; entity_description: The N-state (needs/coherence state) maintained across phases.	1
relationship_name: contains; entity_name: n-state; entity_description: The parent initiated state (blue dot) that begins the NDC process.	1
relationship_name: contains; entity_name: n-state; entity_description: The parent vertex of a tholon, representing the constant context c.	1
relationship_name: contains; entity_name: n-state; entity_description: The state that the I Am / I Will pairing linguistically structures	1
relationship_name: contains; entity_name: n-state; entity_description: The sum of D and C in a phase.	1
relationship_name: contains; entity_name: n-state; entity_description: Tholonic hierarchical state generated by D-C interaction	1
relationship_name: contains; entity_name: nstateinstance; entity_description: A generational state in the recursion, starting from N=1.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: An abstract quantity representing the sum of D and C in each phase.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: Concepts related to number states in thologram.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: Dynamic balance between interacting forces in a system.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: Emergent operational capacity derived from D and C parameters.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: One component of the triadic relationship in tholons.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: States that appear within the spectrum defined by oscillating series.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The actual operational state that emerges from D-C interaction in a supply chain.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The apex of the tetrahedron and the origin of the recursion.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The apex vertex that allows for the instantiation of the following two points.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The emergent instantiated state born at the DC axis.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The operational entity that emerges from the balance of D-state and C-state, functioning at a particular phase.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The outer vertex N_o assigned the value 1.	1
relationship_name: contains; entity_name: nstateinstance; entity_description: The state of instantiation representing the point where opposing forces achieve temporary equilibrium.	1
relationship_name: contains; entity_name: n-state metrics (throughput, recovery, etc.); entity_description: Missing primary N-state metrics (throughput volumes, recovery rates, treatment costs, reagent consumption, custody transfer records)	1
relationship_name: contains; entity_name: n-state/negotiation/balance; entity_description: First part of tholonic trinity	1
relationship_name: contains; entity_name: n-state (negotiation state); entity_description: The dynamic state of Negotiation (N) within a tholon, encompassing equilibrium and instability.	1
relationship_name: contains; entity_name: n-states; entity_description: Concepts related to the different states in the thologram.	1
relationship_name: contains; entity_name: n-states; entity_description: New states that can appear within a spectrum defined by oscillating series.	1
relationship_name: contains; entity_name: n-states; entity_description: Normalised operational values at phase boundaries, used to compute boundary ratios.	1
relationship_name: contains; entity_name: n. tang; entity_description: Co-author of 'Jointly Perceiving Physics and Mind: Motion, force and intention'.	1
relationship_name: contains; entity_name: n_tholonic; entity_description: N (Tholonic Attribute)	1
relationship_name: contains; entity_name: nuclear fission; entity_description: A destructive or separating process (splitting atoms apart).	1
relationship_name: contains; entity_name: nuclear fusion; entity_description: A constructive or integrating process (combining atoms).	1
relationship_name: contains; entity_name: nuclear hexagram; entity_description: A secondary hexagram formed by the four central lines (2‑5) of a hexagram; reveals the hidden generative core.	1
relationship_name: contains; entity_name: nuclear holes; entity_description: Likely referring to nuclear pores or openings in cell nucleus	1
relationship_name: contains; entity_name: nuclear pore complex; entity_description: The gatekeeper for traffic in and out of the cell nucleus, through which the messenger RNA strand passes.	1
relationship_name: contains; entity_name: nuclear science; entity_description: An emerging archetype from 1906.	1
relationship_name: contains; entity_name: null condition; entity_description: A condition in twistor theory characterized by Z · Z̄ = 0, which relates to real spacetime points.	1
relationship_name: contains; entity_name: null condition; entity_description: A condition that selects real spacetime points and ensures physical observability in twistor theory.	1
relationship_name: contains; entity_name: null condition; entity_description: Condition in twistor theory specifying when the twistor corresponds to a real spacetime point.	1
relationship_name: contains; entity_name: null condition (z · z̄ = 0); entity_description: A condition ensuring that a twistor generates physically observable events.	1
relationship_name: contains; entity_name: null geodesics; entity_description: Paths of massless particles in spacetime, significant in the structure of twistor theory.	1
relationship_name: contains; entity_name: null inner product condition; entity_description: A condition in twistor theory that selects physically real spacetime points.	1
relationship_name: contains; entity_name: null_inner_product_condition; entity_description: A mathematical condition that defines the structure of the Tholonic Model by imposing specific constraints on the geometry of spacetime.	1
relationship_name: contains; entity_name: null inner product condition; entity_description: Z · Z̄ = 0 selects real spacetime points	1
relationship_name: contains; entity_name: number-0; entity_description: 0	1
relationship_name: contains; entity_name: number 0; entity_description: The concept of nothing and a fundamental mathematical placeholder.	1
relationship_name: contains; entity_name: number 10; entity_description: The number 10, which holds symbolic significance in various cultures.	1
relationship_name: contains; entity_name: number_1_1_3; entity_description: 1 1/3 (or 4/3)	1
relationship_name: contains; entity_name: number 11; entity_description: One of the prime numbers resulting from the initial split of 18. Decomposed into pairs (6,5) and (7,4) for the grid.	1
relationship_name: contains; entity_name: number-120; entity_description: 120	1
relationship_name: contains; entity_name: number 12,345,678; entity_description: An example number with an unspecified distribution.	1
relationship_name: contains; entity_name: number_123456; entity_description: A mathematical concept representing quantity	1
relationship_name: contains; entity_name: number-12; entity_description: 12	1
relationship_name: contains; entity_name: number-16; entity_description: 16	1
relationship_name: contains; entity_name: number 16; entity_description: The sum of vector values 11 and 5, matching the number of original hexagrams needed to create the 64 hexagrams.	1
relationship_name: contains; entity_name: number-180; entity_description: 180	1
relationship_name: contains; entity_name: number_18; entity_description: 18	1
relationship_name: contains; entity_name: number 18; entity_description: Represents the stable child pattern in the 236 pattern.	1
relationship_name: contains; entity_name: number 18; entity_description: The original number derived from the archetypal pattern 2×3², which is decomposed into prime numbers 7 and 11, and further into numbers 0 through 7.	1
relationship_name: contains; entity_name: number_1_concept; entity_description: The concept of the number '1', one of the earliest mathematical ideas evidenced by the Ishango Bone.	1
relationship_name: contains; entity_name: number 1; entity_description: Represents unity with no microstates.	1
relationship_name: contains; entity_name: number 1; entity_description: The first actual quantity, multiplicative identity.	1
relationship_name: contains; entity_name: number 1; entity_description: The number 1, representing unity	1
relationship_name: contains; entity_name: number_1; entity_description: The number 1, used as seed value for some constant configurations.	1
relationship_name: contains; entity_name: number-216; entity_description: 216	1
relationship_name: contains; entity_name: number_216; entity_description: 216	1
relationship_name: contains; entity_name: number 216; entity_description: Number mentioned in Plato's Republic as a perfect number	1
relationship_name: contains; entity_name: number-21; entity_description: 21	1
relationship_name: contains; entity_name: number-24; entity_description: 24	1
relationship_name: contains; entity_name: number-270; entity_description: 270	1
relationship_name: contains; entity_name: number-27; entity_description: 27	1
relationship_name: contains; entity_name: number_27; entity_description: 27	1
relationship_name: contains; entity_name: number_2; entity_description: 2	1
relationship_name: contains; entity_name: number_2; entity_description: A number that exhibits OI-VI identity, forming an equilibrium point with 7.	1
relationship_name: contains; entity_name: number 2; entity_description: First composite number, has one microstate.	1
relationship_name: contains; entity_name: number_2; entity_description: Number 2	1
relationship_name: contains; entity_name: number 2; entity_description: Represents definition in the 236 pattern.	1
relationship_name: contains; entity_name: number 300; entity_description: Example of a number that can be distributed in 53,041 ways.	1
relationship_name: contains; entity_name: number-30; entity_description: 30	1
relationship_name: contains; entity_name: number 32; entity_description: The threshold value distinguishing ascending (less than 32) from descending (greater than 31) hexagrams	1
relationship_name: contains; entity_name: number-360; entity_description: 360	1
relationship_name: contains; entity_name: number-36; entity_description: 36	1
relationship_name: contains; entity_name: number_3; entity_description: 3	1
relationship_name: contains; entity_name: number 3; entity_description: A natural number symbolizing fundamental processes of creation, balance, and manifestation.	1
relationship_name: contains; entity_name: number_3; entity_description: A number that contributes to the formation of 7 as one half of the only overlapping OI-VI pair (3/4).	1
relationship_name: contains; entity_name: number_3; entity_description: Number 3	1
relationship_name: contains; entity_name: number 3; entity_description: Represents contribution in the 236 pattern.	1
relationship_name: contains; entity_name: number 3; entity_description: The first odd prime and the number associated with the definition of a plane and structural rigidity.	1
relationship_name: contains; entity_name: number-42; entity_description: 42	1
relationship_name: contains; entity_name: number_4_5; entity_description: 4.5 (or 9/2)	1
relationship_name: contains; entity_name: number_4; entity_description: A number that contributes to the formation of 7 as the other half of the overlapping OI-VI pair (3/4).	1
relationship_name: contains; entity_name: number 5; entity_description: The first prime number beyond 3, representing a fundamentally irreducible value.	1
relationship_name: contains; entity_name: number-60; entity_description: 60	1
relationship_name: contains; entity_name: number-63; entity_description: 63	1
relationship_name: contains; entity_name: number 63; entity_description: The sum of the binary values of every perfect pair of opposite hexagrams	1
relationship_name: contains; entity_name: number-6; entity_description: 6	1
relationship_name: contains; entity_name: number_6; entity_description: 6	1
relationship_name: contains; entity_name: number 6; entity_description: A perfect number and the first number that is also a factorial (3!).	1
relationship_name: contains; entity_name: number_6; entity_description: Number 6	1
relationship_name: contains; entity_name: number 6; entity_description: Perfect number, product of 1×2×3, factorial 3!.	1
relationship_name: contains; entity_name: number 6; entity_description: Represents the source state in the 236 pattern.	1
relationship_name: contains; entity_name: number 6; entity_description: The first perfect number, equal to the sum of its factors 1, 2, and 3.	1
relationship_name: contains; entity_name: number-7; entity_description: 7	1
relationship_name: contains; entity_name: number_7; entity_description: A key number in the system that exhibits OI-VI identity and emerges from the sum of 3 and 4.	1
relationship_name: contains; entity_name: number 7; entity_description: One of the prime numbers resulting from the initial split of 18. Represents the maximum value in the octal system used for hexagrams.	1
relationship_name: contains; entity_name: number-90; entity_description: 90	1
relationship_name: contains; entity_name: numberarchetypeinstance; entity_description: Numbers greater than 1 that have no positive divisors other than 1 and themselves.	1
relationship_name: contains; entity_name: numberarchetypeinstance; entity_description: The concept of something, represented as one.	1
relationship_name: contains; entity_name: numberarchetypeinstance; entity_description: The first prime number beyond the triad.	1
relationship_name: contains; entity_name: numberarchetypeinstance; entity_description: The initial value from which recursion begins in the Tholonic model.	1
relationship_name: contains; entity_name: numberarchetypeinstance; entity_description: The number that emerges as an axis of instantiation.	1
relationship_name: contains; entity_name: number; entity_description: A mathematical object used to count, measure, and label	1
relationship_name: contains; entity_name: number; entity_description: Archetype forming the data-matrix.	1
relationship_name: contains; entity_name: number; entity_description: Mathematical entity; represents different oscillations.	1
relationship_name: contains; entity_name: number of the beast; entity_description: The number 666 as described in Revelation	1
relationship_name: contains; entity_name: number of women livelihoods; entity_description: Missing count of women livelihoods	1
relationship_name: contains; entity_name: number of women livelihoods; entity_description: Social/livelihood metric requiring phase assignment	1
relationship_name: contains; entity_name: number pyramids; entity_description: Two pyramidal sequences aligning with grid numbers: larger pyramid from 4, smaller from 1.	1
relationship_name: contains; entity_name: numbers 0-9; entity_description: The contiguous set of numbers from 0 through 9.	1
relationship_name: contains; entity_name: numbers 0 to 3; entity_description: The set of numbers 0, 1, 2, and 3 that form the first tholon of creation.	1
relationship_name: contains; entity_name: numbers as archetypes; entity_description: The idea that numbers represent archetypes of energy and existential principles.	1
relationship_name: contains; entity_name: numbers as concepts; entity_description: The idea that numbers can be understood as conceptual entities.	1
relationship_name: contains; entity_name: numbers; entity_description: Abstract concepts used to represent quantities and make calculations.	1
relationship_name: contains; entity_name: numbers; entity_description: Abstract representations of quantity used in counting and measuring.	1
relationship_name: contains; entity_name: numbers; entity_description: Abstract symbols used to represent quantities.	1
relationship_name: contains; entity_name: numbers; entity_description: A mathematical concept representing numerical values and their properties.	1
relationship_name: contains; entity_name: numbers; entity_description: Fundamental elements in Tholonic Math representing quantitative and qualitative dimensions of existence.	1
relationship_name: contains; entity_name: numbers; entity_description: Mathematical entities used to count, measure, and label.	1
relationship_name: contains; entity_name: numbers; entity_description: Numbers	1
relationship_name: contains; entity_name: numbers; entity_description: Numbers form the language of the laws of physics, representing energetic concepts following the harmonic series.	1
relationship_name: contains; entity_name: numbers; entity_description: Symbols or figures representing quantities.	1
relationship_name: contains; entity_name: number symbolism in the vedas; entity_description: Electronic Journal of Vedic Studies article by S. S. N. Murthy.	1
relationship_name: contains; entity_name: number systems; entity_description: Numerical systems such as base-2, base-5, base-8, base-10, and base-12.	1
relationship_name: contains; entity_name: number-theoretic foundation; entity_description: A non-contingent numerical basis making twistor constants necessary.	1
relationship_name: contains; entity_name: number theory; entity_description: A branch of mathematics devoted to the study of natural numbers.	1
relationship_name: contains; entity_name: num_entropy.png; entity_description: Image file referenced in markdown but missing	1
relationship_name: contains; entity_name: numeric 2160; entity_description: A numerical value representing the Moon's diameter in kilometers.	1
relationship_name: contains; entity_name: numeric 7920; entity_description: A numerical value representing the Earth's diameter in kilometers.	1
relationship_name: contains; entity_name: numerical distribution; entity_description: The ways numbers can be distributed.	1
relationship_name: contains; entity_name: numerical ordering of zero in honey bees; entity_description: Scientific article in Science (2018) on bees understanding zero	1
relationship_name: contains; entity_name: numeric constructions; entity_description: The process of arranging numbers to demonstrate properties such as entropy.	1
relationship_name: contains; entity_name: numeric entropy; entity_description: Application of the entropy concept to numbers: the number of ways a value's components can be arranged without changing its value, e.g., using prime number constructions.	1
relationship_name: contains; entity_name: numeric microstate construction; entity_description: A method of building number combinations (using primes) to explore microstates, analogous to the Pythagorean analysis of numbers.	1
relationship_name: contains; entity_name: nuptial number; entity_description: A numerical concept from Plato's 'Republic' interpreted as 216, related to marriage and harmonic ratios.	1
relationship_name: contains; entity_name: nurseries with seed banks; entity_description: Establishing nurseries and seed banks to provide affordable and high-quality tree saplings to farmers.	1
relationship_name: contains; entity_name: nurseries with seed banks; entity_description: Establishing nurseries to produce trees for farmers.	1
relationship_name: contains; entity_name: nursery; entity_description: Single nursery established for seedling production, CAPEX 534,843 EUR	1
relationship_name: contains; entity_name: nursery fish benefits; entity_description: Increased fishery productivity resulting from mangrove nursery habitats.	1
relationship_name: contains; entity_name: nursery hardening; entity_description: Transition from seedling to hardened plant ready for transplantation.	1
relationship_name: contains; entity_name: nursery operations; entity_description: Includes costs for seedling production, bio-fertilizer application, and nursery infrastructure.	1
relationship_name: contains; entity_name: nutrient_cycling; entity_description: Nutrient cycling through floodplain‑river exchange.	1
relationship_name: contains; entity_name: nuts price at phase 1; entity_description: Price for shea nuts at first sale.	1
relationship_name: contains; entity_name: n_value; entity_description: Derived metric combining D_value, C_value, and Balance_Score.	1
relationship_name: contains; entity_name: n_value; entity_description: Operational capacity index derived from D, C, and balance	1
relationship_name: contains; entity_name: n-value; entity_description: Represents the count of resources or outputs in a specific phase of the supply chain.	1
relationship_name: contains; entity_name: n_vector; entity_description: N (tholonic vector) representing instantiation, mapped to prime 2.	1
relationship_name: contains; entity_name: n_v; entity_description: A specific value associated with a dimension.	1
relationship_name: contains; entity_name: obama administration; entity_description: U.S. presidential administration from 2009 to 2017.	1
relationship_name: contains; entity_name: obis (ocean biodiversity information system); entity_description: Global marine species occurrence data	1
relationship_name: contains; entity_name: objective awareness; entity_description: Awareness of another's existence, finite by nature.	1
relationship_name: contains; entity_name: objective; entity_description: Not influenced by personal feelings or opinions in considering and representing facts.	1
relationship_name: contains; entity_name: objective; entity_description: Quality independent of personal interpretation	1
relationship_name: contains; entity_name: objective; entity_description: Refers to facts, measurable, and universally accepted values.	1
relationship_name: contains; entity_name: objective function; entity_description: The primary optimization objective to maximize sustainability.	1
relationship_name: contains; entity_name: objective reduction (or); entity_description: Penrose's gravitational collapse proposal	1
relationship_name: contains; entity_name: objective: so1; entity_description: Establish natural capital accounting methods for agricultural commodities.	1
relationship_name: contains; entity_name: objective: so2; entity_description: Develop social value calculation methodologies for commodity supply chains.	1
relationship_name: contains; entity_name: objective: so3; entity_description: Create a certification standard for sustainable commodity production.	1
relationship_name: contains; entity_name: objective: so4; entity_description: Implement market mechanisms for environmental valorization.	1
